id,chords,release_date,genres,decade,rock_genre,artist_id,main_genre,spotify_song_id,spotify_artist_id
127,<intro_1> G D Em Bm C G C D <solo_1> G D Em Bm C G C D <verse_1> Em C G D <solo_2> G Em C D <chorus_1> Gmaj7 Cmaj7 D7 Gmaj7 <outro_1> G D Em Bm C G C D,,,1980.0,,artist_127,,synth000127,synthartist000127
128,<intro_1> G C D C <chorus_1> Em C G D <outro_1> Em C G D,,'indie',,,artist_128,indie,,
129,<intro_1> Dm C Bb A <bridge_1> Dm Gm Am Dm <verse_1> Dm7 Gm7 C7 Fmaj7 <bridge_2> Dm Bb F C <outro_1> Dm Gm Am Dm,,'r&b',,,artist_129,r&b,,
130,<intro_1> Bm Em A D <verse_1> Bm Em F#m Bm <solo_1> Bm7 Em7 A7 Dmaj7 <outro_1> Bm Em A D,,,2020.0,,artist_130,,synth000130,synthartist000130
131,<intro_1> Fm7 Bbm7 Eb7 Abmaj7 <solo_1> Fm Bbm Eb Ab <chorus_1> Fm Bbm Eb Ab <bridge_1> Fm Bbm Eb Ab <outro_1> Fm Eb Db C,,,2020.0,,artist_131,,,
132,<intro_1> D Bm G A <verse_1> Dmaj7 Gmaj7 A7 Dmaj7 <outro_1> Bm G D A,,'rock',,,artist_132,rock,synth000132,synthartist000132
133,<intro_1> Abm7 Dbm7 Gb7 Cbmaj7 <verse_1> Abm Dbm Gb Cb <bridge_1> Abm Dbm Ebm Abm <chorus_1> Abm7 Dbm7 Gb7 Cbmaj7 <bridge_2> Abm7 Dbm7 Gb7 Cbmaj7 <outro_1> Abm Fb Cb Gb,,'folk',,,artist_133,folk,synth000133,synthartist000133
134,<intro_1> Gm F Eb D <verse_1> Gm7 Cm7 F7 Bbmaj7 <bridge_1> Gm Eb Bb F <solo_1> Gm Cm Dm Gm <outro_1> Gm Cm Dm Gm,,'r&b',2020.0,,artist_134,r&b,synth000134,synthartist000134
135,<intro_1> Gm Eb Bb F <solo_1> Gm Eb Bb F <outro_1> Gm7 Cm7 F7 Bbmaj7,,'indie',,,artist_135,indie,synth000135,synthartist000135
136,<intro_1> Cm Bb Ab G <bridge_1> Cm Bb Ab G <solo_1> Cm Fm Gm Cm <verse_1> Cm Fm Gm Cm <outro_1> Cm Bb Ab G,,'country',2000.0,,artist_136,country,synth000136,synthartist000136
137,<intro_1> G#m7 C#7 F#maj7 <chorus_1> G#m7 C#7 F#maj7 <chorus_2> G#m C# F# <solo_1> F#maj7 Bmaj7 C#7 F#maj7 <outro_1> F#maj7 Bmaj7 C#7 F#maj7,,'hip hop',,,artist_137,hip hop,synth000137,synthartist000137
138,<intro_1> F#m Bm E A <verse_1> F#m Bm C#m F#m <outro_1> F#m Bm C#m F#m,,'folk',1970.0,,artist_138,folk,synth000138,synthartist000138
139,<intro_1> G D Em C <bridge_1> Am D G <solo_1> Am7 D7 Gmaj7 <solo_2> G Em C D <outro_1> Gmaj7 Cmaj7 D7 Gmaj7,,'jazz',,,artist_139,jazz,synth000139,synthartist000139
140,<intro_1> Em C G D <verse_1> Em C G D <verse_2> Em D C B <verse_3> Em D C B <outro_1> Em7 Am7 D7 Gmaj7,,,,,artist_140,,synth000140,synthartist000140
141,<intro_1> Em C G D <verse_1> G Em C D <outro_1> G Em C D,,,,,artist_141,,synth000141,synthartist000141
142,<intro_1> Dm7 Gm7 C7 Fmaj7 <bridge_1> Dm Gm C F <outro_1> Dm7 Gm7 C7 Fmaj7,,'jazz',2000.0,,artist_142,jazz,synth000142,synthartist000142
143,<intro_1> Gmaj7 Cmaj7 D7 Gmaj7 <solo_1> Em C G D <bridge_1> Gmaj7 Cmaj7 D7 Gmaj7 <solo_2> Em C G D <verse_1> Em C G D <outro_1> G Em C D,,,2010.0,,artist_143,,synth000143,synthartist000143
144,<intro_1> Ebm Abm Bbm Ebm <chorus_1> Ebm Abm Bbm Ebm <bridge_1> Ebm Db Cb Bb <solo_1> Ebm Cb Gb Db <outro_1> Ebm Db Cb Bb,,,2020.0,,artist_144,,,
145,<intro_1> Bbm7 Ebm7 Ab7 Dbmaj7 <bridge_1> Bbm Ebm Fm Bbm <verse_1> Bbm Ebm Fm Bbm <solo_1> Bbm Ab Gb F <outro_1> Bbm7 Ebm7 Ab7 Dbmaj7,,,2020.0,,artist_145,,,
146,<intro_1> F#m D A E <verse_1> F#m Bm C#m F#m <outro_1> F#m7 Bm7 E7 Amaj7,,,2000.0,,artist_146,,,
147,<intro_1> Em Am Bm Em <verse_1> Em Am D G <solo_1> Em C G D <outro_1> Em Am D G,,'folk',1980.0,,artist_147,folk,synth000147,synthartist000147
148,<intro_1> Em C G D <bridge_1> Em C G D <verse_1> Am D G <solo_1> Gmaj7 Cmaj7 D7 Gmaj7 <bridge_2> Em C G D <outro_1> Am D G,,,2000.0,,artist_148,,synth000148,synthartist000148
149,<intro_1> Em C G D <verse_1> Em C G D <chorus_1> Em Am D G <chorus_2> Em Am D G <bridge_1> Em Am Bm Em <outro_1> Em Am D G,,'hip hop',,,artist_149,hip hop,,
150,<intro_1> Ebm Cb Gb Db <solo_1> Ebm Abm Db Gb <verse_1> Ebm Cb Gb Db <bridge_1> Ebm Abm Bbm Ebm <outro_1> Ebm Abm Bbm Ebm,,'folk',2020.0,,artist_150,folk,,
151,<intro_1> Bbmaj7 Ebmaj7 F7 Bbmaj7 <verse_1> Bb Gm Eb F <chorus_1> Bb Gm Eb F <chorus_2> Bb Gm Eb F <chorus_3> Bb Gm Eb F <outro_1> Bb Gm Eb F,,,2000.0,,artist_151,,,
152,<intro_1> Cm Fm Bb Eb <solo_1> Cm7 Fm7 Bb7 Ebmaj7 <bridge_1> Cm7 Fm7 Bb7 Ebmaj7 <bridge_2> Cm Fm Bb Eb <outro_1> Cm Fm Bb Eb,,'indie',,,artist_152,indie,synth000152,synthartist000152
153,<intro_1> Cm Ab Eb Bb <verse_1> Cm Fm Gm Cm <solo_1> Cm Fm Gm Cm <outro_1> Cm Bb Ab G,,'rock',,,artist_153,rock,synth000153,synthartist000153
154,<intro_1> Em Am D G <solo_1> Em C G D <outro_1> Em Am D G,,'country',,,artist_154,country,synth000154,synthartist000154
155,<intro_1> Em D C B <solo_1> Em C G D <solo_2> Em Am Bm Em <verse_1> Em Am D G <solo_3> Em C G D <outro_1> Em Am D G,,'rock',2000.0,,artist_155,rock,synth000155,synthartist000155
156,<intro_1> Dm Gm C F <bridge_1> Dm Bb F C <bridge_2> Dm Gm C F <bridge_3> Dm Gm Am Dm <solo_1> Dm C Bb A <outro_1> Dm Bb F C,,'pop',,,artist_156,pop,synth000156,synthartist000156
157,<intro_1> Am7 Dm7 G7 Cmaj7 <solo_1> Am Dm G C <outro_1> Am F C G,,'r&b',1980.0,,artist_157,r&b,,
158,<intro_1> Cm Ab Eb Bb <solo_1> Cm Bb Ab G <bridge_1> Cm Ab Eb Bb <bridge_2> Cm7 Fm7 Bb7 Ebmaj7 <outro_1> Cm7 Fm7 Bb7 Ebmaj7,,,1970.0,,artist_158,,synth000158,synthartist000158
159,<intro_1> Fm7 Bbm7 Eb7 Abmaj7 <verse_1> Fm Db Ab Eb <solo_1> Fm7 Bbm7 Eb7 Abmaj7 <chorus_1> Fm Bbm Eb Ab <bridge_1> Fm Db Ab Eb <outro_1> Fm7 Bbm7 Eb7 Abmaj7,,'hip hop',2020.0,,artist_159,hip hop,,
160,<intro_1> Dm Bb F C <verse_1> Dm C Bb A <verse_2> Dm7 Gm7 C7 Fmaj7 <outro_1> Dm C Bb A,,,2020.0,,artist_160,,synth000160,synthartist000160
161,<intro_1> D G A G <verse_1> Dmaj7 Gmaj7 A7 Dmaj7 <bridge_1> Bm G D A <solo_1> Dmaj7 Gmaj7 A7 Dmaj7 <outro_1> Em7 A7 Dmaj7,,'jazz',2000.0,,artist_161,jazz,,
162,<intro_1> Gm Eb Bb F <bridge_1> Gm Eb Bb F <outro_1> Gm F Eb D,,,1970.0,,artist_162,,synth000162,synthartist000162
163,<intro_1> Bm Em A D <verse_1> Bm Em A D <bridge_1> Bm G D A <bridge_2> Bm A G F# <solo_1> Bm A G F# <outro_1> Bm7 Em7 A7 Dmaj7,,,2000.0,,artist_163,,synth000163,synthartist000163
164,<intro_1> F# D#m B C# <solo_1> D#m B F# C# <bridge_1> F#maj7 Bmaj7 C#7 F#maj7 <verse_1> F#maj7 Bmaj7 C#7 F#maj7 <outro_1> F# C# D#m B,,'jazz',1970.0,,artist_164,jazz,synth000164,synthartist000164
165,<intro_1> F#m Bm C#m F#m <solo_1> F#m E D C# <chorus_1> F#m Bm C#m F#m <outro_1> F#m D A E,,,1980.0,,artist_165,,,
166,<intro_1> Ebm7 Abm7 Db7 Gbmaj7 <bridge_1> Ebm Abm Bbm Ebm <bridge_2> Ebm Db Cb Bb <outro_1> Ebm Cb Gb Db,,'r&b',,,artist_166,r&b,synth000166,synthartist000166
167,<intro_1> Bbm Eb Ab <solo_1> Ab Fm Db Eb <outro_1> Bbm7 Eb7 Abmaj7,,,2020.0,,artist_167,,,
168,<intro_1> Bm7 E7 Amaj7 <solo_1> A D E D <outro_1> A E F#m D,,'jazz',2000.0,,artist_168,jazz,,
169,<intro_1> Bb Gm Eb F <bridge_1> Bb F Gm Dm Eb Bb Eb F <chorus_1> Bb Gm Eb F <bridge_2> Bbmaj7 Ebmaj7 F7 Bbmaj7 <verse_1> Cm F Bb <outro_1> Bb Gm Eb F,,'metal',2020.0,,artist_169,metal,synth000169,synthartist000169
170,<intro_1> F#m D A E <solo_1> F#m D A E <solo_2> F#m Bm E A <verse_1> F#m D A E <outro_1> F#m Bm C#m F#m,,'folk',2000.0,,artist_170,folk,synth000170,synthartist000170
171,<intro_1> F#m E D C# <solo_1> F#m Bm C#m F#m <bridge_1> F#m E D C# <verse_1> F#m Bm C#m F#m <outro_1> F#m E D C#,,,,,artist_171,,synth000171,synthartist000171
172,<intro_1> Dm Bb F C <solo_1> Dm C Bb A <outro_1> Dm C Bb A,,,,,artist_172,,,
173,<intro_1> Gm7 C7 Fmaj7 <bridge_1> Gm C F <chorus_1> Dm Bb F C <outro_1> Fmaj7 Bbmaj7 C7 Fmaj7,,,,,artist_173,,synth000173,synthartist000173
174,<intro_1> Abm Dbm Ebm Abm <bridge_1> Abm Fb Cb Gb <solo_1> Abm Fb Cb Gb <bridge_2> Abm Dbm Ebm Abm <solo_2> Abm Dbm Ebm Abm <outro_1> Abm Dbm Ebm Abm,,,1970.0,,artist_174,,synth000174,synthartist000174
175,<intro_1> Ebm7 Abm7 Db7 Gbmaj7 <solo_1> Ebm Abm Bbm Ebm <verse_1> Ebm Abm Bbm Ebm <solo_2> Ebm Db Cb Bb <outro_1> Ebm7 Abm7 Db7 Gbmaj7,,'jazz',,,artist_175,jazz,synth000175,synthartist000175
176,<intro_1> D A Bm G <bridge_1> Dmaj7 Gmaj7 A7 Dmaj7 <chorus_1> Dmaj7 Gmaj7 A7 Dmaj7 <bridge_2> Bm G D A <outro_1> Em A D,,'electronic',1970.0,,artist_176,electronic,synth000176,synthartist000176
177,<intro_1> Bbm Gb Db Ab <chorus_1> Bbm Gb Db Ab <verse_1> Bbm Ab Gb F <verse_2> Bbm Ab Gb F <verse_3> Bbm7 Ebm7 Ab7 Dbmaj7 <outro_1> Bbm7 Ebm7 Ab7 Dbmaj7,,'r&b',2000.0,,artist_177,r&b,,
178,<intro_1> Bb F Gm Dm Eb Bb Eb F <verse_1> Bbmaj7 Ebmaj7 F7 Bbmaj7 <bridge_1> Bb F Gm Dm Eb Bb Eb F <outro_1> Bbmaj7 Ebmaj7 F7 Bbmaj7,,,2020.0,,artist_178,,synth000178,synthartist000178
179,<intro_1> Am F C G <solo_1> Am Dm G C <solo_2> Am Dm G C <chorus_1> Am Dm Em Am <outro_1> Am F C G,,'r&b',2020.0,,artist_179,r&b,synth000179,synthartist000179
180,<intro_1> E B C#m A <chorus_1> Emaj7 Amaj7 B7 Emaj7 <bridge_1> E B C#m A <verse_1> E B C#m G#m A E A B <bridge_2> F#m7 B7 Emaj7 <outro_1> Emaj7 Amaj7 B7 Emaj7,,'rock',2000.0,,artist_180,rock,synth000180,synthartist000180
181,<intro_1> Cm Fm Bb Eb <solo_1> Cm Fm Gm Cm <chorus_1> Cm Fm Gm Cm <outro_1> Cm Bb Ab G,,'hip hop',1990.0,,artist_181,hip hop,synth000181,synthartist000181
182,<intro_1> Fm Bbm Eb Ab <solo_1> Fm Db Ab Eb <outro_1> Fm7 Bbm7 Eb7 Abmaj7,,'electronic',,,artist_182,electronic,,
183,<intro_1> Cm Ab Eb Bb <bridge_1> Eb Ab Bb Ab <outro_1> Eb Bb Cm Ab,,'folk',2010.0,,artist_183,folk,synth000183,synthartist000183
184,<intro_1> Abm Dbm Gb Cb <verse_1> Abm7 Dbm7 Gb7 Cbmaj7 <outro_1> Abm Fb Cb Gb,,'electronic',2010.0,,artist_184,electronic,synth000184,synthartist000184
185,<intro_1> Dm Bb F C <chorus_1> Dm C Bb A <chorus_2> Dm Bb F C <outro_1> Dm C Bb A,,'rock',,,artist_185,rock,,
186,<intro_1> Abm7 Dbm7 Gb7 Cbmaj7 <verse_1> Abm Fb Cb Gb <solo_1> Abm Dbm Gb Cb <verse_2> Abm Gb Fb Eb <verse_3> Abm Dbm Ebm Abm <outro_1> Abm Dbm Gb Cb,,'pop',1980.0,,artist_186,pop,synth000186,synthartist000186
187,<intro_1> E B C#m G#m A E A B <solo_1> E B C#m G#m A E A B <chorus_1> C#m A E B <outro_1> E A B A,,,,,artist_187,,synth000187,synthartist000187
188,<intro_1> Amaj7 Dmaj7 E7 Amaj7 <solo_1> Amaj7 Dmaj7 E7 Amaj7 <solo_2> F#m D A E <verse_1> F#m D A E <outro_1> Amaj7 Dmaj7 E7 Amaj7,,'indie',,,artist_188,indie,synth000188,synthartist000188
189,<intro_1> Cmaj7 Fmaj7 G7 Cmaj7 <bridge_1> C Am F G <solo_1> Cmaj7 Fmaj7 G7 Cmaj7 <chorus_1> C Am F G <outro_1> Cmaj7 Fmaj7 G7 Cmaj7,,,,,artist_189,,synth000189,synthartist000189
190,<intro_1> Cmaj7 Fmaj7 G7 Cmaj7 <solo_1> Am F C G <verse_1> Am F C G <chorus_1> Dm G C <outro_1> C F G F,,'r&b',1980.0,,artist_190,r&b,synth000190,synthartist000190
191,<intro_1> Am G F E <bridge_1> Am F C G <outro_1> Am Dm Em Am,,,,,artist_191,,synth000191,synthartist000191
192,<intro_1> Am7 Dm7 G7 Cmaj7 <bridge_1> Am F C G <outro_1> Am7 Dm7 G7 Cmaj7,,'jazz',2020.0,,artist_192,jazz,,
193,<intro_1> Cm Bb Ab G <bridge_1> Cm Ab Eb Bb <chorus_1> Cm Fm Bb Eb <verse_1> Cm Bb Ab G <outro_1> Cm Bb Ab G,,'folk',1980.0,,artist_193,folk,synth000193,synthartist000193
194,<intro_1> G#m E B F# <solo_1> B G#m E F# <outro_1> B G#m E F#,,'jazz',1990.0,,artist_194,jazz,,
195,<intro_1> Dm7 G7 Cmaj7 <bridge_1> Am F C G <solo_1> C F G F <verse_1> C F G F <outro_1> C G Am F,,'electronic',,,artist_195,electronic,synth000195,synthartist000195
196,<intro_1> D G A G <chorus_1> Dmaj7 Gmaj7 A7 Dmaj7 <solo_1> Dmaj7 Gmaj7 A7 Dmaj7 <chorus_2> D Bm G A <chorus_3> D Bm G A <outro_1> D A Bm F#m G D G A,,'indie',2000.0,,artist_196,indie,synth000196,synthartist000196
197,<intro_1> Abm Dbm Ebm Abm <verse_1> Abm7 Dbm7 Gb7 Cbmaj7 <verse_2> Abm7 Dbm7 Gb7 Cbmaj7 <verse_3> Abm7 Dbm7 Gb7 Cbmaj7 <verse_4> Abm7 Dbm7 Gb7 Cbmaj7 <outro_1> Abm Gb Fb Eb,,'jazz',2020.0,,artist_197,jazz,synth000197,synthartist000197
198,<intro_1> Cm7 F7 Bbmaj7 <solo_1> Cm7 F7 Bbmaj7 <bridge_1> Bb Gm Eb F <bridge_2> Cm7 F7 Bbmaj7 <outro_1> Cm7 F7 Bbmaj7,,,,,artist_198,,synth000198,synthartist000198
199,<intro_1> Dm Bb F C <bridge_1> Dm Gm Am Dm <solo_1> Dm Gm Am Dm <outro_1> Dm7 Gm7 C7 Fmaj7,,,,,artist_199,,,
200,<intro_1> Bb Eb F Eb <chorus_1> Bb Gm Eb F <outro_1> Cm F Bb,,'folk',1980.0,,artist_200,folk,,
201,<intro_1> Gm Eb Bb F <chorus_1> Bb Eb F Eb <solo_1> Cm7 F7 Bbmaj7 <solo_2> Gm Eb Bb F <outro_1> Bbmaj7 Ebmaj7 F7 Bbmaj7,,'country',2010.0,,artist_201,country,,
202,<intro_1> Gm7 Cm7 F7 Bbmaj7 <verse_1> Gm Cm F Bb <bridge_1> Gm F Eb D <verse_2> Gm F Eb D <outro_1> Gm Cm Dm Gm,,'pop',1980.0,,artist_202,pop,synth000202,synthartist000202
203,<intro_1> Dm Bb F C <solo_1> Dm C Bb A <outro_1> Dm Gm C F,,'electronic',1980.0,,artist_203,electronic,synth000203,synthartist000203
204,<intro_1> Ab Eb Fm Db <bridge_1> Ab Eb Fm Db <bridge_2> Abmaj7 Dbmaj7 Eb7 Abmaj7 <solo_1> Ab Fm Db Eb <verse_1> Ab Eb Fm Db <outro_1> Ab Eb Fm Db,,,,,artist_204,,synth000204,synthartist000204
205,<intro_1> Cm Bb Ab G <verse_1> Cm Bb Ab G <bridge_1> Cm Bb Ab G <chorus_1> Cm Ab Eb Bb <outro_1> Cm Bb Ab G,,,,,artist_205,,synth000205,synthartist000205
206,<intro_1> Em A D <chorus_1> Em A D <bridge_1> Bm G D A <verse_1> D A Bm G <chorus_2> Em A D <outro_1> D A Bm G,,'pop',1970.0,,artist_206,pop,synth000206,synthartist000206
207,<intro_1> Dm7 Gm7 C7 Fmaj7 <solo_1> Dm7 Gm7 C7 Fmaj7 <bridge_1> Dm Bb F C <outro_1> Dm Gm C F,,,2020.0,,artist_207,,synth000207,synthartist000207
208,<intro_1> F#m Bm E A <solo_1> F#m7 Bm7 E7 Amaj7 <solo_2> F#m Bm C#m F#m <chorus_1> F#m D A E <outro_1> F#m D A E,,'jazz',2020.0,,artist_208,jazz,synth000208,synthartist000208
209,<intro_1> Ebm Cb Gb Db <verse_1> Ebm Cb Gb Db <outro_1> Ebm Abm Db Gb,,'country',2010.0,,artist_209,country,synth000209,synthartist000209
210,<intro_1> B G#m E F# <solo_1> C#m F# B <outro_1> Bmaj7 Emaj7 F#7 Bmaj7,,,1980.0,,artist_210,,,
211,<intro_1> Gm Cm F Bb <bridge_1> Gm F Eb D <outro_1> Gm Eb Bb F,,'electronic',,,artist_211,electronic,synth000211,synthartist000211
212,<intro_1> Bm Em F#m Bm <bridge_1> Bm Em F#m Bm <bridge_2> Bm7 Em7 A7 Dmaj7 <chorus_1> Bm G D A <outro_1> Bm7 Em7 A7 Dmaj7,,,,,artist_212,,synth000212,synthartist000212
213,<intro_1> Bb F Gm Eb <bridge_1> Bb Eb F Eb <solo_1> Bb F Gm Dm Eb Bb Eb F <verse_1> Bb F Gm Dm Eb Bb Eb F <bridge_2> Bbmaj7 Ebmaj7 F7 Bbmaj7 <outro_1> Bb F Gm Dm Eb Bb Eb F,,'metal',,,artist_213,metal,,
214,<intro_1> Em C G D <verse_1> G D Em Bm C G C D <outro_1> Am D G,,,,,artist_214,,,
215,<intro_1> E B C#m A <chorus_1> Emaj7 Amaj7 B7 Emaj7 <verse_1> F#m7 B7 Emaj7 <chorus_2> E B C#m A <outro_1> C#m A E B,,,,,artist_215,,synth000215,synthartist000215
216,<intro_1> Em Am Bm Em <verse_1> Em Am D G <outro_1> Em Am Bm Em,,'indie',1980.0,,artist_216,indie,,
217,<intro_1> F# C# D#m A#m B F# B C# <bridge_1> F# D#m B C# <verse_1> F# D#m B C# <chorus_1> G#m C# F# <bridge_2> F# B C# B <outro_1> F# B C# B,,,,,artist_217,,synth000217,synthartist000217
218,<intro_1> Eb Ab Bb Ab <bridge_1> Cm Ab Eb Bb <outro_1> Eb Cm Ab Bb,,'folk',,,artist_218,folk,synth000218,synthartist000218
219,<intro_1> E B C#m A <chorus_1> E C#m A B <solo_1> E B C#m G#m A E A B <chorus_2> E B C#m A <outro_1> E B C#m G#m A E A B,,,2020.0,,artist_219,,synth000219,synthartist000219
220,<intro_1> G D Em C <solo_1> Am D G <bridge_1> G D Em Bm C G C D <bridge_2> G Em C D <outro_1> Gmaj7 Cmaj7 D7 Gmaj7,,'country',1970.0,,artist_220,country,synth000220,synthartist000220
221,<intro_1> Am G F E <bridge_1> Am F C G <verse_1> Am G F E <bridge_2> Am G F E <solo_1> Am Dm G C <outro_1> Am7 Dm7 G7 Cmaj7,,'electronic',1990.0,,artist_221,electronic,synth000221,synthartist000221
222,<intro_1> Bbm Eb Ab <solo_1> Fm Db Ab Eb <outro_1> Ab Db Eb Db,,,2020.0,,artist_222,,synth000222,synthartist000222
223,<intro_1> G D Em C <chorus_1> G Em C D <bridge_1> G C D C <outro_1> G D Em C,,,1990.0,,artist_223,,,
224,<intro_1> Em Am Bm Em <verse_1> Em D C B <bridge_1> Em Am Bm Em <outro_1> Em Am Bm Em,,'country',2000.0,,artist_224,country,,
225,<intro_1> Bm7 Em7 A7 Dmaj7 <bridge_1> Bm Em F#m Bm <solo_1> Bm G D A <outro_1> Bm A G F#,,,,,artist_225,,synth000225,synthartist000225
226,<intro_1> Em D C B <chorus_1> Em D C B <verse_1> Em D C B <chorus_2> Em D C B <chorus_3> Em D C B <outro_1> Em C G D,,,1980.0,,artist_226,,synth000226,synthartist000226
227,<intro_1> Bm Em F#m Bm <chorus_1> Bm Em F#m Bm <bridge_1> Bm7 Em7 A7 Dmaj7 <chorus_2> Bm Em F#m Bm <chorus_3> Bm7 Em7 A7 Dmaj7 <outro_1> Bm A G F#,,'hip hop',,,artist_227,hip hop,,
228,<intro_1> F#m Bm C#m F#m <bridge_1> F#m E D C# <verse_1> F#m Bm C#m F#m <chorus_1> F#m Bm C#m F#m <chorus_2> F#m Bm C#m F#m <outro_1> F#m D A E,,'indie',1970.0,,artist_228,indie,,
229,<intro_1> Am G F E <chorus_1> Am Dm Em Am <solo_1> Am7 Dm7 G7 Cmaj7 <outro_1> Am Dm G C,,'electronic',2010.0,,artist_229,electronic,,
230,<intro_1> Em A D <chorus_1> Dmaj7 Gmaj7 A7 Dmaj7 <outro_1> D G A G,,'folk',,,artist_230,folk,,
231,<intro_1> E B C#m A <chorus_1> C#m A E B <outro_1> E B C#m G#m A E A B,,'country',1970.0,,artist_231,country,,
232,<intro_1> C#m7 F#7 Bmaj7 <bridge_1> B F# G#m D#m E B E F# <verse_1> C#m7 F#7 Bmaj7 <verse_2> Bmaj7 Emaj7 F#7 Bmaj7 <verse_3> Bmaj7 Emaj7 F#7 Bmaj7 <outro_1> B F# G#m D#m E B E F#,,,1980.0,,artist_232,,,
233,<intro_1> Bb F Gm Dm Eb Bb Eb F <chorus_1> Bb F Gm Dm Eb Bb Eb F <solo_1> Bb F Gm Eb <solo_2> Gm Eb Bb F <solo_3> Bb Gm Eb F <outro_1> Bbmaj7 Ebmaj7 F7 Bbmaj7,,,,,artist_233,,synth000233,synthartist000233
234,<intro_1> G C D C <chorus_1> Em C G D <verse_1> G C D C <bridge_1> Gmaj7 Cmaj7 D7 Gmaj7 <outro_1> Am D G,,,2020.0,,artist_234,,,
235,<intro_1> Cm Fm Bb Eb <chorus_1> Cm Fm Bb Eb <chorus_2> Cm Fm Bb Eb <chorus_3> Cm Fm Bb Eb <chorus_4> Cm Fm Bb Eb <outro_1> Cm Ab Eb Bb,,'country',,,artist_235,country,synth000235,synthartist000235
236,<intro_1> G#m E B F# <chorus_1> G#m E B F# <verse_1> B F# G#m E <verse_2> B F# G#m E <solo_1> B G#m E F# <outro_1> B F# G#m E,,'pop',,,artist_236,pop,synth000236,synthartist000236
237,<intro_1> C#m A E B <bridge_1> C#m A E B <outro_1> F#m7 B7 Emaj7,,,,,artist_237,,synth000237,synthartist000237
238,<intro_1> Bm Em F#m Bm <solo_1> Bm G D A <solo_2> Bm Em F#m Bm <solo_3> Bm Em F#m Bm <bridge_1> Bm Em A D <outro_1> Bm A G F#,,,2010.0,,artist_238,,synth000238,synthartist000238
239,<intro_1> Em C G D <bridge_1> G Em C D <verse_1> Am7 D7 Gmaj7 <solo_1> G Em C D <outro_1> G Em C D,,'metal',1990.0,,artist_239,metal,synth000239,synthartist000239
240,<intro_1> Fmaj7 Bbmaj7 C7 Fmaj7 <solo_1> F C Dm Am Bb F Bb C <outro_1> F C Dm Bb,,'indie',2010.0,,artist_240,indie,synth000240,synthartist000240
241,<intro_1> Bm G D A <verse_1> Bm7 Em7 A7 Dmaj7 <verse_2> Bm Em F#m Bm <verse_3> Bm Em F#m Bm <outro_1> Bm A G F#,,,,,artist_241,,,
242,<intro_1> Gm7 C7 Fmaj7 <bridge_1> F C Dm Am Bb F Bb C <verse_1> Dm Bb F C <outro_1> Gm C F,,'folk',2000.0,,artist_242,folk,synth000242,synthartist000242
243,<intro_1> Bm G D A <bridge_1> Bm Em A D <solo_1> Bm A G F# <outro_1> Bm7 Em7 A7 Dmaj7,,,,,artist_243,,synth000243,synthartist000243
244,<intro_1> Abm7 Dbm7 Gb7 Cbmaj7 <chorus_1> Abm Fb Cb Gb <bridge_1> Abm7 Dbm7 Gb7 Cbmaj7 <bridge_2> Abm7 Dbm7 Gb7 Cbmaj7 <outro_1> Abm Fb Cb Gb,,,2020.0,,artist_244,,synth000244,synthartist000244
245,<intro_1> Em Am Bm Em <verse_1> Em Am D G <chorus_1> Em D C B <outro_1> Em C G D,,,1980.0,,artist_245,,synth000245,synthartist000245
246,<intro_1> Em7 A7 Dmaj7 <verse_1> D A Bm F#m G D G A <bridge_1> Dmaj7 Gmaj7 A7 Dmaj7 <bridge_2> Em A D <chorus_1> D Bm G A <outro_1> Em A D,,'pop',2010.0,,artist_246,pop,synth000246,synthartist000246
247,<intro_1> B G#m E F# <chorus_1> G#m E B F# <bridge_1> C#m7 F#7 Bmaj7 <outro_1> C#m7 F#7 Bmaj7,,,2000.0,,artist_247,,synth000247,synthartist000247
248,<intro_1> Am Dm G C <verse_1> Am7 Dm7 G7 Cmaj7 <verse_2> Am7 Dm7 G7 Cmaj7 <verse_3> Am F C G <chorus_1> Am G F E <outro_1> Am7 Dm7 G7 Cmaj7,,'r&b',,,artist_248,r&b,synth000248,synthartist000248
249,<intro_1> F C Dm Am Bb F Bb C <solo_1> F Dm Bb C <outro_1> F C Dm Am Bb F Bb C,,,1980.0,,artist_249,,,
250,<intro_1> D A Bm G <verse_1> D A Bm G <verse_2> D A Bm G <chorus_1> Bm G D A <chorus_2> Bm G D A <outro_1> Em7 A7 Dmaj7,,'jazz',,,artist_250,jazz,synth000250,synthartist000250
251,<intro_1> B F# G#m D#m E B E F# <verse_1> C#m F# B <solo_1> B F# G#m D#m E B E F# <chorus_1> B G#m E F# <solo_2> B F# G#m D#m E B E F# <outro_1> G#m E B F#,,,1980.0,,artist_251,,synth000251,synthartist000251
252,<intro_1> Am F C G <solo_1> Am F C G <verse_1> Am7 Dm7 G7 Cmaj7 <outro_1> Am7 Dm7 G7 Cmaj7,,'r&b',2020.0,,artist_252,r&b,,
253,<intro_1> F#m7 Bm7 E7 Amaj7 <verse_1> F#m Bm C#m F#m <outro_1> F#m Bm E A,,'r&b',2020.0,,artist_253,r&b,synth000253,synthartist000253
254,<intro_1> B G#m E F# <verse_1> B G#m E F# <solo_1> Bmaj7 Emaj7 F#7 Bmaj7 <bridge_1> C#m F# B <bridge_2> B F# G#m D#m E B E F# <outro_1> Bmaj7 Emaj7 F#7 Bmaj7,,,1980.0,,artist_254,,synth000254,synthartist000254
